BHK,Location,Total sqft,price_sqft,price,Bhk
1 BHK Apartment,Dombivali,480,"4,583",22 L,1
2 BHK Apartment,Dombivali,725,"4,551",33 L,2
1 BHK Apartment,Dombivali,515,"4,000",20.6 L,1
1 BHK Apartment,Dombivali,495,"3,701",18.32 L,1
1 BHK Apartment,Dombivli (West),510,"6,000",30.6 L,1
1 BHK Apartment,Dombivali East,570,"5,500",31.35 L,1
1 BHK Apartment,Dombivali East,515,"4,000",20.6 L,1
2 BHK Apartment,Dombivali East,710,"4,000",28.4 L,2
1 BHK Apartment,Dombivali East,545,"4,000",21.8 L,1
1 BHK Apartment,Dombivali,629,"5,000",31.45 L,1
2 BHK Apartment,Dombivali,830,"4,200",34.86 L,2
1 BHK Apartment,Dombivali East,310,"3,870",12 L,1
2 BHK Apartment,Dombivali East,770,"3,766",28.99 L,2
1 BHK Apartment,Dombivali East,540,"3,888",21 L,1
1 BHK Apartment,Dombivali,615,"4,390",27 L,1
1 BHK Apartment,Dombivali East,570,"6,140",35 L,1
1 BHK Apartment,Dombivali,575,"3,826",22 L,1
2 BHK Apartment,Dombivali,795,"4,528",36 L,2
1 BHK Apartment,Dombivali East,510,"4,117",21 L,1
1 BHK Apartment,Dombivli (West),320,"6,250",20 L,1
3 BHK Apartment,Bandra East,1300,"34,615",4.5 Cr,3
2 BHK Apartment,Mira Road East,1155,"9,523",1.1 Cr,2
2 BHK Apartment,Mira Road East,1155,"9,264",1.07 Cr,2
1 BHK Apartment,Mira Road East,604,"3,825",23.1 L,1
3 BHK Apartment,Mira Road East,1086,"3,824",41.53 L,3
2 BHK Apartment,Mira Road East,851,"3,826",32.56 L,2
2 BHK Apartment,Mira Road East,1155,"9,090",1.05 Cr,2
1 BHK Apartment,Mira Road East,788,"10,152",80 L,1
1 BHK Apartment,Mira Road East,788,"9,517",75 L,1
2 BHK Apartment,Naigaon East,1025,"4,878",50 L,2
1 BHK Apartment,Virar,331,"10,303",33.99 L,1
2 BHK Apartment,Virar,512,"8,610",43.99 L,2
1 BHK Apartment,Santacruz East,650,"20,000",1.3 Cr,1
2 BHK Apartment,Virar,499,"11,249",56.13 L,2
1 BHK Apartment,Virar,347,"10,951",38 L,1
2 BHK Apartment,Virar,498,"11,244",56 L,2
3 BHK Apartment,Santacruz East,1470,"19,727",2.9 Cr,3
1 BHK Apartment,Virar,373,"10,951",40.84 L,1
1 BHK Apartment,Thane West,455,"18,681",85 L,1
1 BHK Apartment,Thakurli,600,"7,333",44 L,1
1 BHK Apartment,Kalwa,700,"11,142",78 L,1
2 BHK Apartment,Kalwa,1100,"11,636",1.28 Cr,2
2 BHK Apartment,Kalwa,945,"8,994",85 L,2
1 BHK Apartment,Kalwa,675,"10,222",69 L,1
2 BHK Apartment,Kalwa,950,"10,105",96 L,2
1 BHK Apartment,Malad East,690,"19,565",1.35 Cr,1
3 BHK Apartment,Goregaon East,1287,"29,448",3.79 Cr,3
1 BHK Apartment,Goregaon East,575,"15,652",90 L,1
5 BHK Apartment,Goregaon East,2600,"23,076",6 Cr,5
2 BHK Apartment,Malad East,1050,"14,000",1.47 Cr,2
1 BHK Apartment,Malad East,600,"16,166",97 L,1
3 BHK Apartment,Goregaon East,1100,"21,818",2.4 Cr,3
2 BHK Apartment,Goregaon East,1000,"20,500",2.05 Cr,2
3 BHK Apartment,Malad East,1200,"20,416",2.45 Cr,3
3 BHK Apartment,Goregaon East,1100,"21,818",2.4 Cr,3
2 BHK Apartment,Goregaon East,1000,"20,500",2.05 Cr,2
3 BHK Apartment,Malad East,1200,"20,416",2.45 Cr,3
2 BHK Apartment,Malad East,1000,"18,000",1.8 Cr,2
3 BHK Apartment,Malad East,1900,"16,842",3.2 Cr,3
2 BHK Apartment,Malad East,1050,"18,952",1.99 Cr,2
2 BHK Apartment,Malad East,1050,"20,952",2.2 Cr,2
2 BHK Apartment,Malad East,1050,"18,095",1.9 Cr,2
3 BHK Apartment,Malad East,2200,"19,090",4.2 Cr,3
2 BHK Apartment,Goregaon East,1050,"20,000",2.1 Cr,2
3 BHK Apartment,Malad East,1800,"16,666",3 Cr,3
2 BHK Apartment,Malad East,1000,"19,000",1.9 Cr,2
3 BHK Apartment,Goregaon East,1700,"18,235",3.1 Cr,3
2 BHK Apartment,Malad East,1050,"22,380",2.35 Cr,2
4 BHK Apartment,Malad East,2000,"22,500",4.5 Cr,4
1 BHK Apartment,Thane West,600,"9,166",55 L,1
2 BHK Apartment,Thane West,800,"13,750",1.1 Cr,2
3 BHK Apartment,Malad West,785,"25,350",1.99 Cr,3
3 BHK Apartment,Malad West,787,"26,556",2.09 Cr,3
2 BHK Apartment,Malad West,570,"26,491",1.51 Cr,2
2 BHK Apartment,Malad West,578,"26,989",1.56 Cr,2
1 BHK Apartment,Malad West,398,"26,381",1.05 Cr,1
2 BHK Apartment,Taloja,577,"11,915",68.75 L,2
1 BHK Apartment,Taloja,424,"11,438",48.5 L,1
2 BHK Apartment,Taloja,595,"11,848",70.5 L,2
2 BHK Apartment,Taloja,602,"12,126",73 L,2
3 BHK Apartment,Taloja,700,"11,035",77.25 L,3
4 BHK Apartment,Prabhadevi,3250,"44,615",14.5 Cr,4
2 BHK Apartment,Worli,1250,"32,000",4 Cr,2
3 BHK Apartment,Kharghar,1515,"10,891",1.65 Cr,3
2 BHK Apartment,Kharghar,1215,"10,288",1.25 Cr,2
2 BHK Apartment,Kharghar,1215,"10,288",1.25 Cr,2
1 BHK Apartment,Taloja,419,"7,136",29.89 L,1
2 BHK Apartment,Taloja,585,"7,265",42.5 L,2
3 BHK Apartment,Andheri West,1600,"14,687",2.35 Cr,3
1 BHK Apartment,Bhandup East,608,"13,486",82 L,1
1 BHK Apartment,Kalwa,620,"10,000",62 L,1
1 BHK Apartment,Kalwa,950,"7,368",70 L,1
1 BHK Apartment,Kalwa,650,"9,230",60 L,1
2 BHK Apartment,Sion,1445,"9,688",1.4 Cr,2
2 BHK Apartment,Malad East,1290,"16,279",2.1 Cr,2
2 BHK Apartment,Goregaon East,1566,"15,964",2.5 Cr,2
1 BHK Apartment,Kandivali West,550,"14,727",81 L,1
2 BHK Apartment,Malad West,854,"18,501",1.58 Cr,2
2 BHK Apartment,Malad West,1048,"23,664",2.48 Cr,2
3 BHK Apartment,Malad West,1596,"23,872",3.81 Cr,3
1 BHK Apartment,Malad West,210,"15,000",31.5 L,1
1 BHK Apartment,Kandivali West,450,"11,333",51 L,1
2 BHK Apartment,Malad West,900,"16,111",1.45 Cr,2
1 BHK Apartment,Kandivali West,550,"14,363",79 L,1
2 BHK Apartment,Malad West,900,"22,222",2 Cr,2
1 BHK Apartment,Malad West,350,"14,285",50 L,1
1 BHK Apartment,Malad West,220,"13,863",30.5 L,1
1 BHK Apartment,Malad West,350,"14,857",52 L,1
1 BHK Apartment,Malad West,410,"12,560",51.5 L,1
1 BHK Apartment,Malad West,300,"19,000",57 L,1
1 BHK Apartment,Andheri West,350,"14,285",50 L,1
1 BHK Apartment,Kandivali West,450,"16,444",74 L,1
3 BHK Apartment,Kharghar,1600,"8,125",1.3 Cr,3
2 BHK Apartment,Vikroli East,880,"12,500",1.1 Cr,2
1 BHK Apartment,Vikroli East,570,"14,561",83 L,1
2 BHK Apartment,Vikroli East,1120,"15,178",1.7 Cr,2
1 BHK Apartment,Vikroli East,405,"22,222",90 L,1
1 BHK Apartment,Vikroli East,530,"14,716",78 L,1
1 BHK Apartment,Vikroli East,530,"14,339",76 L,1
1 BHK Apartment,Bhandup East,608,"13,486",82 L,1
1 BHK Apartment,Kalwa,620,"10,000",62 L,1
1 BHK Apartment,Kalwa,950,"7,368",70 L,1
1 BHK Apartment,Kalwa,650,"9,230",60 L,1
2 BHK Apartment,Sion,1445,"9,688",1.4 Cr,2
2 BHK Apartment,Malad East,1290,"16,279",2.1 Cr,2
2 BHK Apartment,Goregaon East,1566,"15,964",2.5 Cr,2
1 BHK Apartment,Kandivali West,550,"14,727",81 L,1
2 BHK Apartment,Malad West,854,"18,501",1.58 Cr,2
2 BHK Apartment,Malad West,1048,"23,664",2.48 Cr,2
3 BHK Apartment,Malad West,1596,"23,872",3.81 Cr,3
1 BHK Apartment,Malad West,210,"15,000",31.5 L,1
1 BHK Apartment,Kandivali West,450,"11,333",51 L,1
2 BHK Apartment,Malad West,900,"16,111",1.45 Cr,2
1 BHK Apartment,Kandivali West,550,"14,363",79 L,1
2 BHK Apartment,Malad West,900,"22,222",2 Cr,2
1 BHK Apartment,Malad West,350,"14,285",50 L,1
1 BHK Apartment,Malad West,220,"13,863",30.5 L,1
1 BHK Apartment,Malad West,350,"14,857",52 L,1
1 BHK Apartment,Malad West,410,"12,560",51.5 L,1
1 BHK Apartment,Malad West,300,"19,000",57 L,1
1 BHK Apartment,Andheri West,350,"14,285",50 L,1
1 BHK Apartment,Kandivali West,450,"16,444",74 L,1
2 BHK Apartment,Malad West,900,"22,222",2 Cr,2
2 BHK Apartment,Kandivali East,1051,"18,268",1.92 Cr,2
3 BHK Apartment,Kandivali East,1550,"15,677",2.43 Cr,3
1 BHK Apartment,Malad West,420,"12,142",51 L,1
1 BHK Apartment,Vichumbe,600,"5,500",33 L,1
2 BHK Apartment,Vichumbe,898,"5,790",52 L,2
2 BHK Apartment,Andheri West,1225,"16,816",2.06 Cr,2
1 BHK Apartment,Kalwa,680,"9,558",65 L,1
2 BHK Apartment,Kalwa,1000,"10,200",1.02 Cr,2
2 BHK Apartment,Kalwa,910,"9,670",88 L,2
2 BHK Apartment,Kalwa,910,"10,769",98 L,2
1 BHK Apartment,Kalwa,800,"8,750",70 L,1
2 BHK Apartment,Kalwa,1000,"9,500",95 L,2
1 BHK Apartment,Virar,725,"5,793",42 L,1
1 BHK Apartment,Virar,725,"5,655",41 L,1
1 BHK Apartment,Virar,725,"5,517",40 L,1
2 BHK Apartment,Kalwa,850,"10,823",92 L,2
1 BHK Apartment,Nala Sopara,550,"4,745",26.1 L,1
1 BHK Apartment,Kalwa,675,"9,629",65 L,1
3 BHK Apartment,Goregaon East,1995,"22,055",4.4 Cr,3
4 BHK Apartment,Goregaon East,2800,"20,714",5.8 Cr,4
1 BHK Apartment,Goregaon East,715,"21,678",1.55 Cr,1
2 BHK Apartment,Kalwa,1000,"9,100",91 L,2
2 BHK Apartment,Kharghar,595,"19,496",1.16 Cr,2
4 BHK Apartment,Kharghar,1271,"19,063",2.42 Cr,4
3 BHK Apartment,Kharghar,860,"18,953",1.63 Cr,3
2 BHK Apartment,Kharghar,635,"19,063",1.21 Cr,2
2 BHK Apartment,Andheri East,980,"22,448",2.2 Cr,2
2 BHK Apartment,Virar,586,"7,686",45.03 L,2
1 BHK Apartment,Virar,445,"7,674",34.14 L,1
2 BHK Apartment,Virar,692,"7,659",53 L,2
1 BHK Apartment,Virar,487,"7,597",36.99 L,1
3 BHK Apartment,Virar,1285,"6,926",89 L,3
3 BHK Apartment,Virar,1285,"6,836",87.85 L,3
3 BHK Apartment,Goregaon East,1690,"23,372",3.95 Cr,3
2 BHK Apartment,Virar,980,"5,918",58 L,2
2 BHK Apartment,Virar,980,"5,816",57 L,2
1 BHK Apartment,Virar,730,"5,753",42 L,1
1 BHK Apartment,Virar,730,"5,684",41.5 L,1
1 BHK Apartment,Virar,730,"5,616",41 L,1
2 BHK Apartment,Virar,980,"5,306",52 L,2
2 BHK Apartment,Virar,980,"5,255",51.5 L,2
1 BHK Apartment,Virar,715,"5,524",39.5 L,1
1 BHK Apartment,Virar,715,"5,454",39 L,1
1 BHK Apartment,Virar,715,"5,384",38.5 L,1
3 BHK Apartment,Malad East,1390,"18,705",2.6 Cr,3
2 BHK Apartment,Virar,1075,"6,511",70 L,2
1 BHK Apartment,Virar,745,"6,577",49 L,1
1 BHK Apartment,Virar,745,"6,510",48.5 L,1
2 BHK Apartment,Virar,1075,"6,372",68.5 L,2
1 BHK Apartment,Virar,745,"6,442",48 L,1
1 BHK Apartment,Malad West,600,"14,666",88 L,1
1 BHK Apartment,Malad West,600,"15,000",90 L,1
1 BHK Apartment,Malad West,410,"12,439",51 L,1
2 BHK Apartment,Kandivali West,900,"16,111",1.45 Cr,2
1 BHK Apartment,Malad West,225,"13,111",29.5 L,1
1 BHK Apartment,Kandivali West,395,"13,417",53 L,1
2 BHK Apartment,Malad East,1395,"16,129",2.25 Cr,2
2 BHK Apartment,Vichumbe,1100,"6,363",70 L,2
1 BHK Apartment,Malad West,600,"16,333",98 L,1
2 BHK Apartment,Malad West,852,"18,192",1.55 Cr,2
1 BHK Apartment,Kandivali West,600,"14,666",88 L,1
1 BHK Apartment,Malad West,650,"14,153",92 L,1
1 BHK Apartment,Malad West,450,"11,111",50 L,1
1 BHK Apartment,Kandivali West,550,"16,363",90 L,1
1 BHK Apartment,Kandivali West,550,"16,545",91 L,1
2 BHK Apartment,Panvel,538,"9,665",52 L,2
1 BHK Apartment,Panvel,387,"9,689",37.5 L,1
2 BHK Apartment,Panvel,482,"9,958",48 L,2
1 BHK Apartment,Kharodi,225,"13,333",30 L,1
1 BHK Apartment,Kharodi,225,"13,333",30 L,1
1 BHK Apartment,Malad West,300,"18,333",55 L,1
1 BHK Apartment,Malad West,650,"13,538",88 L,1
1 BHK Apartment,Malad West,350,"14,857",52 L,1
1 BHK Apartment,Malad West,600,"15,333",92 L,1
1 BHK Apartment,Kandivali West,300,"12,666",38 L,1
1 BHK Apartment,Kandivali West,370,"13,513",50 L,1
1 BHK Apartment,Malad West,200,"14,500",29 L,1
2 BHK Apartment,Malad West,850,"15,882",1.35 Cr,2
2 BHK Apartment,Malad West,865,"15,953",1.38 Cr,2
2 BHK Apartment,Malad West,890,"18,539",1.65 Cr,2
1 BHK Apartment,Malad West,650,"14,153",92 L,1
1 BHK Apartment,Malad West,620,"14,516",90 L,1
1 BHK Apartment,Malad West,400,"13,750",55 L,1
1 BHK Apartment,Malad West,370,"15,675",58 L,1
1 BHK Apartment,Malad West,450,"15,555",70 L,1
1 BHK Apartment,Malad West,625,"14,240",89 L,1
3 BHK Apartment,Malad East,1480,"18,918",2.8 Cr,3
1 BHK Apartment,Shahapur,780,"3,205",25 L,1
1 BHK Apartment,Naigaon East,610,"5,573",34 L,1
2 BHK Apartment,Thane West,750,"12,266",92 L,2
3 BHK Apartment,Powai,1440,"37,152",5.35 Cr,3
3 BHK Apartment,Powai,1440,"29,861",4.3 Cr,3
2 BHK Apartment,Vikhroli,1020,"13,725",1.4 Cr,2
2 BHK Apartment,Goregaon East,1390,"20,143",2.8 Cr,2
2 BHK Apartment,Goregaon East,1400,"17,142",2.4 Cr,2
2 BHK Apartment,Ghansoli,1200,"13,750",1.65 Cr,2
2 BHK Apartment,Seawoods,1350,"15,555",2.1 Cr,2
2 BHK Apartment,Kalwa,1100,"11,545",1.27 Cr,2
1 BHK Apartment,Naigaon East,560,"4,642",26 L,1
1 BHK Apartment,Naigaon East,600,"3,833",23 L,1
1 BHK Apartment,Naigaon East,500,"4,000",20 L,1
1 BHK Apartment,Naigaon East,540,"4,537",24.5 L,1
3 BHK Apartment,Powai,1363,"21,863",2.98 Cr,3
3 BHK Apartment,Powai,1365,"19,413",2.65 Cr,3
3 BHK Apartment,Powai,1650,"16,666",2.75 Cr,3
2 BHK Apartment,Byculla,1315,"34,980",4.6 Cr,2
1 BHK Apartment,Mazgaon,650,"27,692",1.8 Cr,1
1 BHK Apartment,Mazgaon,600,"28,333",1.7 Cr,1
2 BHK Apartment,Mumbai Central,870,"43,678",3.8 Cr,2
3 BHK Apartment,Mazagaon,1800,"34,333",6.18 Cr,3
2 BHK Apartment,Mazgaon,920,"40,108",3.69 Cr,2
2 BHK Apartment,Agripada,975,"37,743",3.68 Cr,2
2 BHK Apartment,Byculla,1650,"26,969",4.45 Cr,2
3 BHK Apartment,Agripada,1020,"36,274",3.7 Cr,3
4 BHK Apartment,Agripada,3500,"28,885",10.11 Cr,4
1 BHK Apartment,Byculla,850,"26,470",2.25 Cr,1
2 BHK Apartment,Byculla,720,"32,916",2.37 Cr,2
3 BHK Apartment,Agripada,1350,"49,629",6.7 Cr,3
3 BHK Apartment,Byculla,1743,"32,587",5.68 Cr,3
2 BHK Apartment,Mazgaon,800,"47,625",3.81 Cr,2
3 BHK Apartment,Madanpura,1650,"28,303",4.67 Cr,3
2 BHK Apartment,Byculla,945,"20,105",1.9 Cr,2
1 BHK Apartment,Agripada,680,"50,000",3.4 Cr,1
1 BHK Apartment,Kalwa,620,"9,677",60 L,1
1 BHK Apartment,Kalwa,575,"10,434",60 L,1
2 BHK Apartment,Kalwa,1225,"10,204",1.25 Cr,2
2 BHK Apartment,Goregaon East,850,"15,882",1.35 Cr,2
2 BHK Apartment,Goregaon East,850,"14,117",1.2 Cr,2
2 BHK Apartment,Goregaon East,1050,"13,809",1.45 Cr,2
3 BHK Apartment,Malad East,1650,"21,212",3.5 Cr,3
2 BHK Apartment,Malad East,1050,"22,380",2.35 Cr,2
2 BHK Apartment,Malad East,1050,"23,809",2.5 Cr,2
3 BHK Apartment,Goregaon East,1650,"36,363",6 Cr,3
4 BHK Apartment,Goregaon East,2550,"47,058",12 Cr,4
2 BHK Apartment,Malad East,1120,"20,982",2.35 Cr,2
2 BHK Apartment,Malad West,1250,"20,000",2.5 Cr,2
3 BHK Apartment,Malad West,1500,"30,000",4.5 Cr,3
4 BHK Apartment,Malad West,2100,"30,952",6.5 Cr,4
2 BHK Apartment,Kalwa,1100,"11,545",1.27 Cr,2
2 BHK Apartment,Kalwa,985,"10,355",1.02 Cr,2
2 BHK Apartment,Malad East,1167,"17,566",2.05 Cr,2
1 BHK Apartment,Malad East,695,"20,143",1.4 Cr,1
2 BHK Apartment,Kharghar,638,"13,949",89 L,2
3 BHK Apartment,Kharghar,1178,"10,950",1.29 Cr,3
2 BHK Apartment,Kharghar,769,"15,084",1.16 Cr,2
3 BHK Apartment,Kharghar,938,"10,950",1.02 Cr,3
2 BHK Apartment,Malad East,1850,"20,000",3.7 Cr,2
1 BHK Apartment,Thane West,429,"19,114",82 L,1
2 BHK Apartment,Thane West,636,"19,496",1.24 Cr,2
2 BHK Apartment,Thane West,629,"19,554",1.23 Cr,2
3 BHK Apartment,Seawoods,1500,"15,000",2.25 Cr,3
2 BHK Apartment,Sanpada,1185,"15,611",1.85 Cr,2
2 BHK Apartment,Belapur,1550,"10,967",1.7 Cr,2
3 BHK Apartment,Vashi,1500,"15,000",2.25 Cr,3
2 BHK Apartment,Koper Khairane,1150,"11,739",1.35 Cr,2
3 BHK Apartment,Vashi,1500,"15,666",2.35 Cr,3
3 BHK Apartment,Seawoods,1680,"14,880",2.5 Cr,3
3 BHK Apartment,Nerul,2100,"16,428",3.45 Cr,3
2 BHK Apartment,Panvel,1080,"7,685",83 L,2
2 BHK Apartment,Panvel,1260,"8,730",1.1 Cr,2
2 BHK Apartment,Seawoods,1303,"14,811",1.93 Cr,2
3 BHK Apartment,Ghansoli,1850,"14,054",2.6 Cr,3
2 BHK Apartment,Ghansoli,1300,"12,692",1.65 Cr,2
2 BHK Apartment,Kharghar,1080,"8,796",95 L,2
1 BHK Apartment,Mira Road East,560,"11,607",65 L,1
1 BHK Apartment,Borivali West,525,"18,666",98 L,1
2 BHK Apartment,Dahisar,820,"21,341",1.75 Cr,2
1 BHK Apartment,Mira Road East,580,"10,862",63 L,1
1 BHK Apartment,Dahisar West,570,"17,192",98 L,1
1 BHK Apartment,Dahisar West,580,"16,896",98 L,1
2 BHK Apartment,Borivali West,780,"22,435",1.75 Cr,2
1 BHK Apartment,Borivali West,570,"20,175",1.15 Cr,1
2 BHK Apartment,Kalwa,910,"10,439",95 L,2
3 BHK Apartment,Ghatkopar West,1281,"28,103",3.6 Cr,3
2 BHK Apartment,Ghatkopar West,1043,"23,010",2.4 Cr,2
3 BHK Apartment,Ghatkopar West,1860,"25,322",4.71 Cr,3
1 BHK Apartment,Kalwa,575,"10,782",62 L,1
2 BHK Apartment,Kalwa,775,"9,677",75 L,2
1 BHK Apartment,Kalwa,600,"10,000",60 L,1
1 BHK Apartment,Kalwa,685,"10,218",70 L,1
1 BHK Apartment,Kalwa,650,"10,769",70 L,1
3 BHK Apartment,Jogeshwari East,1380,"14,130",1.95 Cr,3
1 BHK Apartment,Kalwa,645,"8,062",52 L,1
1 BHK Apartment,Kalwa,685,"10,364",71 L,1
3 BHK Apartment,Goregaon East,1750,"20,000",3.5 Cr,3
1 BHK Apartment,Kalyan West,595,"8,403",50 L,1
2 BHK Apartment,Kalyan West,990,"5,909",58.5 L,2
1 BHK Apartment,kasaradavali thane west,605,"7,438",45 L,1
2 BHK Apartment,Dahisar Navi mumbai,1200,"2,791",33.5 L,2
2 BHK Apartment,kasaradavali thane west,900,"8,000",72 L,2
1 BHK Apartment,Malad East,690,"19,565",1.35 Cr,1
3 BHK Apartment,Bhandup West,1400,"17,857",2.5 Cr,3
3 BHK Apartment,Jogeshwari East,1244,"24,115",3 Cr,3
3 BHK Apartment,Bandra West,1300,"40,384",5.25 Cr,3
3 BHK Apartment,Khar,1550,"37,741",5.85 Cr,3
3 BHK Apartment,Bandra West,1350,"38,888",5.25 Cr,3
3 BHK Apartment,Bandra West,1500,"38,333",5.75 Cr,3
3 BHK Apartment,Bandra West,1800,"38,888",7 Cr,3
3 BHK Apartment,Bandra West,1400,"41,071",5.75 Cr,3
3 BHK Apartment,Khar West,1500,"46,666",7 Cr,3
3 BHK Apartment,Bandra West,1200,"37,500",4.5 Cr,3
3 BHK Apartment,Santacruz West,1500,"36,666",5.5 Cr,3
3 BHK Apartment,Khar West,1300,"42,307",5.5 Cr,3
3 BHK Apartment,Khar West,1500,"46,666",7 Cr,3
3 BHK Apartment,Bandra West,1400,"37,500",5.25 Cr,3
2 BHK Apartment,Bandra West,900,"42,777",3.85 Cr,2
3 BHK Apartment,Santacruz West,2000,"41,250",8.25 Cr,3
2 BHK Apartment,Bandra West,1040,"40,865",4.25 Cr,2
2 BHK Apartment,Bandra West,1000,"45,000",4.5 Cr,2
2 BHK Apartment,Bandra West,1000,"32,500",3.25 Cr,2
2 BHK Apartment,Bandra West,1000,"42,500",4.25 Cr,2
2 BHK Apartment,Bandra West,950,"36,842",3.5 Cr,2
2 BHK Apartment,Bandra West,1000,"32,500",3.25 Cr,2
2 BHK Apartment,Bandra West,1000,"38,000",3.8 Cr,2
2 BHK Apartment,Bandra West,1200,"41,666",5 Cr,2
2 BHK Apartment,Bandra West,1000,"45,000",4.5 Cr,2
2 BHK Apartment,Bandra West,1100,"40,909",4.5 Cr,2
2 BHK Apartment,Bandra West,1000,"40,000",4 Cr,2
2 BHK Apartment,Bandra West,1000,"47,500",4.75 Cr,2
2 BHK Apartment,Khar West,950,"30,526",2.9 Cr,2
3 BHK Apartment,Bandra West,1250,"44,000",5.5 Cr,3
2 BHK Apartment,Bandra West,1000,"46,000",4.6 Cr,2
3 BHK Apartment,Bandra West,1350,"35,185",4.75 Cr,3
1 BHK Apartment,Kalwa,530,"12,264",65 L,1
1 BHK Apartment,Kalwa,445,"12,359",55 L,1
1 BHK Apartment,Kalwa,600,"9,000",54 L,1
4 BHK Apartment,Sion,1335,"36,929",4.93 Cr,4
3 BHK Apartment,Sion,1273,"36,999",4.7 Cr,3
2 BHK Apartment,Sion,938,"36,994",3.47 Cr,2
3 BHK Apartment,Chembur,1150,"27,826",3.2 Cr,3
3 BHK Apartment,Chembur,1050,"28,571",3 Cr,3
3 BHK Apartment,Chembur,1000,"30,000",3 Cr,3
3 BHK Apartment,Powai,1690,"39,349",6.65 Cr,3
2 BHK Apartment,Jogeshwari West,1042,"15,355",1.6 Cr,2
3 BHK Apartment,Jogeshwari West,1200,"23,333",2.8 Cr,3
1 BHK Apartment,Jogeshwari West,700,"16,857",1.18 Cr,1
1 BHK Apartment,Jogeshwari West,700,"17,142",1.2 Cr,1
3 BHK Apartment,Jogeshwari West,1475,"23,728",3.5 Cr,3
2 BHK Apartment,Byculla,990,"25,757",2.55 Cr,2
1 BHK Apartment,Mira Road East,730,"8,493",62 L,1
1 BHK Apartment,Mazgaon,1120,"18,303",2.05 Cr,1
1 BHK Apartment,Byculla,550,"27,272",1.5 Cr,1
2 BHK Apartment,Wadala,1494,"21,419",3.2 Cr,2
3 BHK Apartment,Wadala,1811,"20,982",3.8 Cr,3
2 BHK Apartment,Girgaon,1039,"21,655",2.25 Cr,2
2 BHK Apartment,Mazgaon,932,"24,141",2.25 Cr,2
2 BHK Apartment,Mazgaon,726,"31,680",2.3 Cr,2
1 BHK Apartment,Mazgaon,660,"25,000",1.65 Cr,1
3 BHK Apartment,Agripada,3646,"32,912",12 Cr,3
2 BHK Apartment,Dahisar,1424,"21,067",3 Cr,2
2 BHK Apartment,Santacruz East,1188,"33,670",4 Cr,2
2 BHK Apartment,Kurla,1250,"16,800",2.1 Cr,2
5 BHK Apartment,Santacruz East,3200,"23,437",7.5 Cr,5
1 BHK Apartment,Mira Road East,715,"9,510",68 L,1
1 BHK Apartment,Mira Road East,715,"9,090",65 L,1
1 BHK Apartment,Kalwa,685,"11,094",76 L,1
1 BHK Apartment,Kalwa,700,"11,000",77 L,1
1 BHK Apartment,Kalwa,630,"9,841",62 L,1
1 BHK Apartment,Kalwa,575,"11,304",65 L,1
2 BHK Apartment,Kalwa,820,"10,487",86 L,2
3 BHK Apartment,Kalwa,1305,"10,344",1.35 Cr,3
2 BHK Apartment,Kalwa,850,"11,176",95 L,2
2 BHK Apartment,Koper Khairane,1050,"9,523",1 Cr,2
2 BHK Apartment,Seawoods,1100,"21,818",2.4 Cr,2
3 BHK Apartment,Kharghar,1989,"11,664",2.32 Cr,3
2 BHK Apartment,Ghansoli,1000,"10,500",1.05 Cr,2
2 BHK Apartment,Vashi,1100,"14,636",1.61 Cr,2
2 BHK Apartment,Bandra West,1000,"50,000",5 Cr,2
2 BHK Apartment,Bandra West,900,"33,888",3.05 Cr,2
2 BHK Apartment,Khar West,1000,"45,000",4.5 Cr,2
2 BHK Apartment,Bandra West,1050,"45,238",4.75 Cr,2
2 BHK Apartment,Bandra West,900,"44,444",4 Cr,2
2 BHK Apartment,Bandra West,900,"47,222",4.25 Cr,2
2 BHK Apartment,Bandra West,1000,"45,700",4.57 Cr,2
2 BHK Apartment,Bandra West,1200,"39,583",4.75 Cr,2
2 BHK Apartment,Bandra West,1000,"34,000",3.4 Cr,2
2 BHK Apartment,Bandra West,900,"41,666",3.75 Cr,2
2 BHK Apartment,Bandra West,1000,"60,000",6 Cr,2
2 BHK Apartment,Bandra West,1000,"65,000",6.5 Cr,2
2 BHK Apartment,Bandra West,1000,"50,000",5 Cr,2
2 BHK Apartment,Bandra West,1100,"36,363",4 Cr,2
2 BHK Apartment,Bandra West,1100,"77,272",8.5 Cr,2
2 BHK Apartment,Khar West,1000,"30,000",3 Cr,2
2 BHK Apartment,Bandra West,850,"35,294",3 Cr,2
2 BHK Apartment,Bandra West,1000,"50,000",5 Cr,2
2 BHK Apartment,Bandra West,1000,"40,000",4 Cr,2
2 BHK Apartment,Bandra West,1000,"32,500",3.25 Cr,2
2 BHK Apartment,Khar West,1000,"40,000",4 Cr,2
2 BHK Apartment,Bandra West,1100,"36,363",4 Cr,2
2 BHK Apartment,Khar West,1100,"45,454",5 Cr,2
2 BHK Apartment,Khar West,900,"36,111",3.25 Cr,2
2 BHK Apartment,Bandra West,1200,"50,000",6 Cr,2
2 BHK Apartment,Bandra West,1050,"38,095",4 Cr,2
3 BHK Apartment,Bandra West,1500,"40,000",6 Cr,3
3 BHK Apartment,Bandra West,1600,"40,625",6.5 Cr,3
3 BHK Apartment,Khar West,1400,"42,857",6 Cr,3
3 BHK Apartment,Bandra West,1300,"50,000",6.5 Cr,3
3 BHK Apartment,Bandra West,1200,"37,500",4.5 Cr,3
